id,carat,cut,color,clarity,depth,table,x,y,z,price
11360,0.51,Ideal,F,VS2,62,56,5.11,5.14,3.18,1595
982,1.01,Ideal,D,SI2,61.6,57,6.42,6.46,3.97,4916
5002,0.35,Ideal,H,SI1,62.3,57,4.55,4.5,2.82,630
13393,0.9,Ideal,H,VS1,61.2,57,6.28,6.24,3.83,4064
5323,1.7,Ideal,F,VS2,61.3,54,7.72,7.67,4.72,17662
3973,0.31,Ideal,G,VVS1,60.6,57,4.38,4.4,2.66,816
8836,0.31,Ideal,D,VVS2,61.6,54,4.37,4.4,2.7,840
17213,0.31,Ideal,G,VVS2,62.7,57,4.31,4.33,2.71,707
1619,0.33,Ideal,G,VVS2,60.1,57,4.51,4.48,2.7,965
23609,0.59,Ideal,F,VVS2,62,54,5.36,5.38,3.33,2679
17500,0.3,Ideal,D,VVS2,60.7,58,4.3,4.33,2.62,814
26378,1.6,Ideal,J,VS1,62.1,57,7.46,7.54,4.66,8904
8117,0.53,Good,I,SI1,65.5,59,5.01,5.06,3.3,923
21251,0.23,Good,F,VS1,63.2,58,3.86,3.89,2.45,376
7840,1.01,Premium,H,VS2,,62,6.45,6.37,3.97,4559
14805,0.33,Premium,G,VS1,60.5,58,4.49,4.43,2.7,854
6649,0.36,Ideal,G,VS1,61.1,55,4.63,4.66,2.84,746
21956,1.03,Premium,H,SI2,62,60,6.47,6.41,4,3749
11049,1.07,Ideal,E,VS2,60,56,6.64,6.62,3.98,7190
1383,1.29,Ideal,J,SI1,61.6,57,7,7.06,4.33,5237
11749,0.9,Ideal,E,VVS2,62.8,54,6.11,6.21,3.87,7286
16955,0.72,Ideal,F,SI2,62,55,5.76,5.79,3.58,2422
22865,0.31,Ideal,H,VS1,61.7,57,4.38,4.34,2.69,698
209,1.26,Very Good,G,SI1,63.2,61,6.87,6.81,4.32,7000
9902,0.31,Ideal,H,VS2,62.1,55,4.35,4.32,2.69,628
24500,1.87,Premium,I,SI2,60.3,61,7.95,7.91,4.78,11105
2588,2.03,Ideal,G,SI1,63,56,8.04,7.99,5.05,12618
24514,0.41,Premium,I,VVS1,61.9,57,4.82,4.78,2.97,1107
16022,0.71,Good,F,SI2,63.6,60,5.64,5.61,3.58,2072
16181,1.01,Very Good,J,VS2,60.6,59,6.42,6.45,3.9,4337
23574,1.01,Premium,E,VS1,62.9,61,6.39,6.33,4,7964
21671,0.71,Very Good,G,SI1,62.1,58,5.68,5.72,3.54,2206
25016,1,Premium,J,VS2,62,62,6.42,6.35,3.96,3685
8393,1.25,Ideal,I,SI1,59.6,59,7.01,7.09,4.2,6066
12578,1,Premium,D,VVS2,61.3,58,6.42,6.37,3.92,9660
12758,1.01,Very Good,G,SI1,62,63,6.34,6.25,3.9,3137
21771,1.53,Premium,G,VS1,60.2,59,7.5,7.45,4.5,13119
2897,0.43,Premium,G,SI1,62.7,56,4.83,4.8,3.02,968
356,0.6,Premium,D,SI1,62.9,58,5.39,5.33,3.37,1799
21829,0.34,Ideal,F,VS1,62.1,57,4.53,4.49,2.8,956
5538,0.4,Ideal,G,VVS1,61.5,59,4.71,4.75,2.91,1051
15050,0.53,Premium,G,VS1,60.1,58,5.32,5.27,3.18,1813
12794,1.02,Premium,H,SI2,58.3,59,6.61,6.57,3.84,3313
872,0.91,Ideal,F,SI2,62.2,56,6.14,6.17,3.83,3812
21659,1.05,Premium,H,SI1,59.5,58,6.69,6.61,3.96,4692
9517,1.5,Good,G,VS1,63.8,59,7.16,7.22,4.59,11524
9726,1.38,Premium,H,VS1,61,60,7.21,7.16,4.38,7233
1150,1.04,Premium,G,VS1,60.2,58,6.65,6.64,4,6360
2810,1.01,Ideal,G,SI2,59.3,60,6.54,6.58,3.89,4556
15545,1.51,Very Good,E,SI1,62.8,59,7.26,7.3,4.57,11460
11717,1.01,Very Good,E,SI1,62.8,60,6.38,6.39,4.01,5132
22701,0.31,Ideal,G,VS1,62.9,57,4.32,4.3,2.71,802
5080,0.9,Premium,G,SI1,60.1,59,6.25,6.2,3.74,3326
950,1.51,Good,I,VS1,64,60,7.1,7.19,4.57,8975
20251,1.08,Ideal,G,SI1,61.8,56,6.55,6.58,4.06,5256
23493,0.37,Ideal,G,VS2,60.8,57,4.66,4.61,2.82,833
8135,1.4,Premium,E,SI2,62.4,57,7.17,7.12,4.46,6147
22913,1.01,Good,G,VVS2,63.2,59,6.34,6.38,4.02,7528
6586,0.32,Ideal,H,VS2,62,57,4.35,4.39,2.71,505
16407,0.72,Ideal,G,VVS1,62.2,54.4,5.73,5.76,3.57,3492
23100,1.34,Premium,D,SI2,60.3,59,7.16,7.11,4.3,5756
20812,1.25,Premium,F,VS2,60.8,58,6.98,6.93,4.23,9702
16833,1.07,Good,D,SI2,61,62,6.6,6.68,4.05,4710
2006,0.31,Ideal,G,IF,61.9,55,4.35,4.38,2.7,891
8926,0.7,Good,H,VVS2,63.7,54,5.72,5.62,3.61,2427
23472,0.3,Very Good,H,VVS1,63,56,4.24,4.27,2.68,684
7797,0.38,Premium,G,VS2,60.1,61,4.66,4.63,2.79,983
21514,1.51,Good,H,SI1,61.5,61,7.29,7.34,4.5,10277
25129,0.5,Premium,E,VS2,62.8,60,5.08,5.02,3.17,1676
21685,0.35,Ideal,H,VVS2,62.5,57,4.48,4.54,2.82,706
14414,1.01,Premium,G,SI2,61.5,58,6.51,6.44,3.98,3461
615,0.32,Ideal,G,VVS1,61.9,56,4.4,4.39,2.72,1080
751,0.42,Ideal,I,SI1,61,56,4.86,4.83,2.96,914
2183,0.92,Premium,F,SI2,58.1,58,6.46,6.41,3.74,3282
4238,1.23,Ideal,H,I1,61.8,56,6.91,6.85,4.25,4098
20722,1.01,Fair,F,SI2,65.3,59,6.28,6.24,4.09,4317
6771,1.51,Premium,G,VS1,61.1,58,7.38,7.36,4.5,13293
18984,0.73,Premium,H,VS2,61,58,5.76,5.84,3.54,2496
14569,1.5,Good,I,I1,63.7,61,7.22,7.1,4.57,3696
15543,0.91,Ideal,G,SI1,62,56,6.19,6.22,3.85,4922
10668,2.5,Premium,H,SI2,62.4,59,8.61,8.54,5.35,15934
18090,1.17,Ideal,F,SI2,62.2,55,6.73,6.7,4.18,5556
16879,0.7,Premium,E,VS2,63,60,5.64,5.6,3.54,2818
2456,0.58,Ideal,H,IF,61.6,57,5.34,5.37,3.3,2211
17103,1.28,Good,I,VS2,58.2,64,7.09,7.03,4.11,5319
23177,1.07,Ideal,E,SI2,62.2,55,6.54,6.58,4.08,5325
19500,0.55,Ideal,D,VVS2,60.8,56,5.31,5.34,3.24,3468
20821,0.41,Good,F,VS1,58,61,4.86,4.9,2.83,891
12059,0.73,Premium,G,VS2,60.7,58,5.82,5.87,3.55,2746
12279,0.47,Fair,D,IF,60.6,60,5.09,4.98,3.05,2211
7445,1.01,Good,F,SI2,63.7,59,6.28,6.38,4.03,4166
14091,1.04,Very Good,I,SI1,64.1,57,6.35,6.38,4.08,4190
24236,0.71,Very Good,I,VVS2,63.1,58,5.71,5.64,3.58,2450
3571,0.4,Ideal,E,SI1,63,57,4.68,4.65,2.94,882
10081,0.52,Ideal,G,VVS1,60.7,55,5.19,5.29,3.18,2065
19665,1,Premium,G,VS2,59.3,60,6.55,6.51,3.87,6048
21494,0.5,Very Good,G,VVS2,61.6,58,5.07,5.09,3.13,1784
20470,0.33,Ideal,G,VS1,61.4,54,4.48,4.44,2.74,854
8229,1.3,Ideal,F,VS2,62.2,56,6.98,6.94,4.33,10090
9706,0.34,Ideal,E,VS1,61.8,56,4.51,4.47,2.78,1033
26150,1.01,Good,F,VS2,63.9,58,6.39,6.32,4.06,6446
13080,0.72,Good,H,SI2,65.8,59,5.51,5.58,3.65,1945
18399,1.61,Ideal,H,VS2,61.4,57,7.52,7.57,4.63,11045
8813,0.55,Ideal,I,VS2,58.5,62,5.4,5.39,3.16,1327
15639,1.23,Very Good,J,VS2,62.8,59,6.75,6.82,4.26,4960
24898,1.51,Premium,I,SI2,60.4,56,7.4,7.36,4.46,7577
11844,1.12,Premium,H,SI2,62.1,56,6.7,6.65,4.14,4014
4553,0.3,Premium,H,VS1,61.4,59,4.33,4.3,2.65,675
12150,0.72,Very Good,F,VS1,62.2,58,5.75,5.7,3.56,2804
3507,0.74,Ideal,G,VS2,62.3,55,5.8,5.83,3.62,2877
12106,0.31,Premium,E,VVS2,61.4,58,4.36,4.33,2.67,1046
26252,0.63,Very Good,D,IF,59.6,59,5.55,5.59,3.32,4800
1143,1.1,Premium,H,SI2,59.5,57,6.81,6.74,4.03,4004
19371,0.34,Ideal,E,SI1,63,55,4.47,4.42,2.8,765
16624,0.54,Ideal,G,IF,61.5,55,5.24,5.3,3.23,2289
421,0.71,Ideal,I,VVS1,62.3,56,5.7,5.73,3.56,2606
5414,0.28,Very Good,E,VVS2,60.2,58,4.24,4.27,2.56,604
1989,0.43,Ideal,G,VS1,61.2,57,4.88,4.83,2.97,941
596,0.74,Premium,D,SI1,60.6,60,5.88,5.84,3.55,2655
10679,1.37,Very Good,G,SI2,63.4,61,6.95,7.03,4.43,6781
6851,0.95,Ideal,H,SI2,59.3,59,6.42,6.46,3.82,3994
12301,0.3,Premium,I,VS1,59.8,60,4.36,4.34,2.6,608
9207,0.51,Ideal,H,VS1,61.6,55,5.17,5.19,3.19,1668
26222,1.2,Very Good,I,SI1,61.7,56,6.82,6.76,4.19,4785
14657,0.93,Good,J,SI1,63.7,54,6.15,6.09,3.9,2438
6556,0.42,Premium,I,SI1,61.2,60,4.82,4.78,2.94,803
17669,0.97,Very Good,G,SI2,59.8,58,6.38,6.42,3.83,3960
1390,0.7,Ideal,D,SI1,61.4,54,5.75,5.71,3.52,2822
15483,1.51,Premium,E,VS2,60.7,60,7.37,7.46,4.5,14709
20831,1.25,Very Good,J,SI1,62.5,57,6.83,6.86,4.28,4702
2132,0.37,Good,G,SI2,63.3,55,4.58,4.61,2.91,487
3924,0.7,Very Good,H,SI1,62,60,5.65,5.7,3.52,2048
19872,0.5,Premium,F,VVS2,60.9,58,5.13,5.09,3.11,2016
15943,0.3,Ideal,H,SI1,62.6,53.1,4.27,4.3,2.69,475
21143,0.91,Ideal,E,SI2,61.1,58,6.25,6.29,3.83,3723
23831,0.71,Premium,D,VS1,58.1,62,5.89,5.84,3.41,3090
20312,0.31,Ideal,F,VS2,62.1,53,4.34,4.39,2.71,625
15658,0.47,Premium,E,SI2,58.7,60,5.13,5.09,3,1072
3917,0.41,Premium,G,VS2,61.8,59,4.76,4.72,2.93,1061
13224,0.4,Premium,H,VS1,62.7,59,4.71,4.63,2.93,938
10818,2.07,Premium,F,SI2,60.7,59,8.21,8.16,4.97,18611
15514,0.31,Ideal,G,VVS2,62.4,54,4.37,4.38,2.73,687
2884,1.01,Very Good,I,SI1,63.3,54,6.34,6.36,4.02,4749
18018,0.37,Very Good,D,SI1,61,62,4.61,4.64,2.82,681
11748,0.37,Premium,E,VS2,61,59,4.6,4.65,2.82,692
19357,0.53,Ideal,D,VVS1,62.1,57,5.15,5.18,3.21,3442
9939,1.07,Premium,I,SI1,61.2,58,6.62,6.55,4.03,4126
20141,0.3,Ideal,E,VVS2,60.2,57,4.4,4.37,2.64,1013
19934,1.2,Ideal,G,SI1,61.8,59,6.77,6.8,4.19,6762
16228,0.34,Ideal,E,VVS1,62.2,56,4.45,4.49,2.78,1014
8817,0.8,Very Good,H,SI1,62.5,56,5.92,5.96,3.71,2919
6246,1.21,Premium,H,SI2,62.1,56,6.8,6.76,4.21,5082
8971,0.71,Very Good,G,VS2,63.1,54,5.64,5.7,3.58,2574
18771,0.32,Ideal,G,VS1,63,55,4.38,4.35,2.75,828
19249,0.9,Good,D,SI1,63.2,62,6.06,6.13,3.85,4068
14701,0.51,Premium,G,VVS2,61.7,58,5.18,5.13,3.18,1974
13647,0.3,Ideal,H,VVS2,60.8,58,4.33,4.38,2.65,590
21070,0.25,Ideal,F,VS1,61.8,56,4.07,4.09,2.52,595
23737,1.02,Ideal,F,VVS2,61.9,57,6.53,6.42,4.01,9212
14191,2,Good,E,SI2,60.1,54,8.01,8.15,4.86,15962
20891,0.33,Ideal,G,IF,62.2,56,4.45,4.43,2.76,1052
2031,0.7,Good,E,VS2,64.2,60,5.64,5.58,3.6,2415
18793,0.3,Ideal,G,VS1,62.6,57,4.29,4.27,2.68,776
25981,0.72,Ideal,H,VS2,62,56,5.8,5.74,3.58,2443
11389,0.75,Very Good,E,VVS2,62.8,57,5.74,5.78,3.62,4005
15220,0.5,Very Good,E,SI2,63.2,61,5.05,5.02,3.18,1097
21869,0.36,Ideal,E,VS1,62,56,4.57,4.59,2.84,852
16712,1.2,Fair,H,SI2,64.8,58,6.61,6.56,4.27,4368
7008,0.42,Ideal,G,IF,62.1,56,4.8,4.83,2.99,1400
14745,0.54,Ideal,G,SI2,60.4,59,5.24,5.29,3.18,1153
17806,1.01,Fair,G,VS2,65.1,56,6.2,6.15,4.02,5950
8893,0.41,Ideal,F,VS1,62,56,4.81,4.77,2.97,1076
2936,0.7,Good,G,SI2,59.4,61,5.77,5.81,3.44,1948
11466,1.01,Premium,E,VS1,60.8,59,6.42,6.46,3.92,7821
21584,0.96,Premium,I,SI1,61.3,58,6.39,6.3,3.89,2866
17610,0.73,Ideal,G,VVS2,,55,5.83,5.77,3.59,2919
515,1.53,Ideal,I,VS2,61.7,57,7.36,7.41,4.56,9189
2334,0.58,Good,D,SI2,56.7,60,5.59,5.53,3.15,1563
5251,1.21,Premium,J,VS2,59.9,59,6.92,6.86,4.13,4841
12559,1.02,Ideal,E,SI1,61.9,55,6.49,6.46,4.01,5806
23552,0.51,Good,G,VVS2,,56,5.27,5.35,3.06,1885
21933,0.3,Ideal,F,VS2,62.1,53.3,4.3,4.32,2.68,601
18155,0.9,Very Good,F,VS2,62.3,58,6.14,6.16,3.83,4924
13479,0.41,Ideal,E,VS1,62.7,57,4.72,4.76,2.97,1079
2685,0.3,Good,H,SI1,63.9,55,4.24,4.27,2.72,421
10870,1.05,Ideal,D,VS2,61.7,59,6.5,6.53,4.02,7965
22610,1.51,Ideal,H,VS1,62.6,56,7.32,7.28,4.57,11686
25746,0.7,Ideal,E,SI1,,55,5.67,5.7,3.55,2614
1755,0.55,Ideal,G,VS1,61.3,57,5.25,5.28,3.23,1667
21566,0.31,Premium,F,VS2,62.3,59,4.34,4.29,2.69,802
1608,1.03,Ideal,D,SI2,62.8,56,6.46,6.43,4.05,4764
2623,0.27,Very Good,H,VVS2,62.5,55,4.12,4.16,2.59,504
17426,2.2,Ideal,I,SI1,61.7,55,8.41,8.37,5.18,18059
19326,0.23,Very Good,E,VVS1,61.3,58,3.94,3.96,2.42,472
3822,1.25,Ideal,I,VS2,60,57,7.07,7.02,4.23,4795
26324,0.57,Ideal,H,VS1,61.7,54,5.33,5.36,3.3,1554
18305,0.34,Very Good,F,SI2,61.7,61,4.44,4.48,2.75,447
19191,0.32,Very Good,G,SI1,61,61,4.38,4.41,2.68,477
21727,0.71,Premium,F,SI1,59.8,62,5.74,5.73,3.43,2756
2095,1.07,Ideal,H,SI1,62.1,57,6.5,6.55,4.05,5220
7358,0.31,Good,F,VS2,63.4,56,4.29,4.32,2.73,625
3284,0.31,Ideal,F,VVS1,61,57,4.38,4.39,2.67,884
7518,0.33,Ideal,I,VS1,61.6,57,4.46,4.41,2.73,668
111,0.55,Very Good,E,SI1,59.7,60,5.31,5.41,3.2,1559
2639,1.01,Premium,E,SI1,61,59,6.47,6.44,3.94,5749
13753,0.32,Ideal,J,VS2,62.2,57,4.36,4.38,2.72,393
8302,1.01,Good,F,SI2,63.6,59,6.34,6.37,4.04,4121
10846,1.2,Good,I,VS1,61.7,62,6.65,6.74,4.13,5818
22802,2.45,Very Good,H,SI2,63.5,58,8.7,8.58,5.49,11830
23003,1.01,Ideal,G,VVS2,60.9,56,6.51,6.55,3.98,8029
20965,0.7,Good,I,SI1,63.6,55,5.62,5.58,3.56,1995
15611,1.26,Very Good,H,SI1,60.6,60,6.97,7,4.23,6546
19025,1,Premium,E,SI2,60.7,58,6.45,6.38,3.9,3763
20705,0.25,Very Good,F,VVS2,59.3,59,4.15,4.18,2.47,548
22720,0.27,Ideal,I,VS1,62.2,54,4.16,4.2,2.6,432
23494,1,Fair,I,I1,66.9,57,6.15,6.03,4.09,1997
16522,0.56,Ideal,F,VVS2,61.1,56,5.35,5.37,3.27,2522
8949,0.41,Good,D,SI1,63.1,59,4.7,4.71,2.97,791
20704,1.54,Ideal,F,VS2,61.9,57,7.42,7.35,4.57,12978
13309,0.3,Premium,D,VS2,60.9,58,4.32,4.35,2.64,710
15323,0.8,Premium,G,IF,62.6,58,5.93,5.89,3.7,4193
6453,0.27,Premium,G,VS2,62.4,59,4.11,4.13,2.57,397
2177,0.7,Ideal,G,VS1,61.1,56,5.72,5.74,3.5,3017
6086,0.31,Ideal,D,VS2,62.2,56,4.32,4.36,2.7,734
16936,1.21,Premium,E,SI2,61.5,58,6.86,6.79,4.2,6223
18540,0.31,Premium,E,VS2,61.7,58,4.34,4.31,2.67,872
6702,0.31,Very Good,D,SI1,60.4,60,4.4,4.44,2.67,507
23424,0.3,Very Good,E,SI1,62.9,56,4.25,4.3,2.69,526
18332,1.3,Ideal,H,VVS1,62.8,55.2,6.94,6.97,4.36,9232
18861,0.54,Ideal,D,SI1,60.8,57,5.31,5.25,3.21,1786
19848,2.74,Very Good,H,SI2,63.3,58,8.88,8.84,5.61,17184
26344,1.26,Ideal,J,SI2,62.8,54,6.91,6.89,4.33,4860
9365,0.53,Very Good,E,VS2,62.3,56.7,5.19,5.23,3.25,1857
9972,1.06,Ideal,F,VS2,,56,6.56,6.61,4.04,7641
13879,1.17,Very Good,H,SI2,63.1,58,6.72,6.64,4.22,4455
2048,1.26,Ideal,I,SI2,62,56,7,6.94,4.32,5363
20857,1.01,Premium,H,SI1,62.4,60,6.36,6.33,3.96,4836
22393,2.52,Good,G,SI2,63.7,59,8.57,8.52,5.44,17608
9413,0.73,Ideal,G,VS2,61.7,56,5.79,5.81,3.58,3154
21626,0.91,Very Good,E,SI2,62.9,56,6.14,6.17,3.87,3763
612,1.05,Fair,F,SI2,66,60,6.3,6.22,4.13,3615
11909,0.81,Very Good,I,VS2,62.6,59.7,5.86,5.92,3.69,2444
22234,1.2,Very Good,F,SI1,63.3,58,6.63,6.57,4.18,6955
24386,0.39,Premium,F,VS1,60.6,55,4.77,4.73,2.88,1092
2270,0.79,Premium,J,SI1,58.8,62,6.03,6.01,3.54,1924
15492,1.54,Ideal,G,VS2,62,55.6,7.35,7.44,4.59,13110
10820,0.77,Very Good,F,VVS1,60.2,58,5.93,5.97,3.58,4399
26830,0.39,Good,F,VS2,64.3,55,4.56,4.64,2.96,681
25431,0.51,Ideal,E,SI2,62.7,53,5.09,5.12,3.2,1177
25499,0.2,Premium,E,VS2,59,60,3.81,3.78,2.24,367
237,1,Ideal,F,VS2,62.6,57,6.4,6.35,3.99,6804
305,0.42,Very Good,F,VS1,60.9,58,4.84,4.88,2.96,910
4258,1.2,Very Good,G,SI2,62.5,57,6.73,6.84,4.24,5250
9242,0.34,Good,G,VVS2,58,61,4.56,4.58,2.65,826
26410,0.51,Premium,G,SI2,63,61,5.08,4.99,3.17,1056
24952,1.51,Very Good,I,SI1,62.2,60,7.23,7.3,4.52,8637
18813,0.32,Ideal,G,SI2,62.5,57,4.35,4.38,2.73,421
15239,0.33,Very Good,I,SI1,63.2,58,4.38,4.36,2.76,572
613,0.33,Ideal,E,VS2,,55,4.48,4.46,2.74,928
2976,1.02,Ideal,H,VVS2,62,56,6.42,6.45,3.99,6613
19204,0.78,Premium,D,SI1,60.9,55,6,5.93,3.63,3145
1625,0.7,Ideal,I,VVS2,61.6,56.5,5.65,5.72,3.51,2487
23132,0.8,Ideal,E,SI1,61.9,55,5.94,5.98,3.69,4125
11189,0.35,Ideal,F,VVS2,61.6,58,4.5,4.53,2.78,795
18207,1.08,Premium,D,SI1,62.6,56,6.62,6.57,4.13,5758
19019,0.59,Ideal,D,SI1,61,57,5.43,5.46,3.32,1816
14616,0.38,Ideal,D,VS1,61.8,54,4.67,4.71,2.9,983
24082,1.09,Ideal,G,VS1,61.7,54,6.65,6.7,4.12,7992
17759,0.38,Ideal,H,SI1,61.2,56,4.7,4.74,2.89,697
26768,0.51,Premium,G,VS1,62.1,58,5.12,5.09,3.17,1662
6494,0.6,Ideal,G,VS2,60.4,57,5.49,5.51,3.32,1861
6605,1.12,Premium,H,VS1,61.6,58,6.64,4.11,3.7,6115
20038,0.87,Ideal,E,SI2,60.4,58,6.19,6.23,3.75,3566
26065,0.31,Very Good,H,SI1,60.5,60,4.33,4.4,2.64,446
2486,0.5,Ideal,F,IF,61.2,57,5.11,5.15,3.14,2419
20730,0.25,Ideal,F,VVS1,60.9,57,4.06,4.09,2.48,575
24825,0.7,Very Good,E,VS2,58.7,63,5.73,5.69,3.35,2862
1227,1.22,Premium,H,SI1,62.4,58,6.82,6.77,4.24,6153
5254,0.69,Ideal,F,SI1,61.3,55,5.72,5.74,3.51,2459
16085,0.92,Very Good,D,VS1,61.9,58,6.19,6.24,3.85,7544
6200,0.37,Premium,G,VS2,61.2,57,4.63,4.59,2.82,833
3435,0.37,Ideal,F,VS2,60.6,56,4.63,4.64,2.81,746
7971,0.67,Very Good,D,SI1,60.2,60,5.61,5.68,3.4,2007
17314,1.51,Very Good,E,SI2,61.1,60,7.27,7.37,4.47,9343
8728,0.57,Ideal,H,VS2,61.5,57,5.35,5.38,3.3,1759
16390,1.01,Good,G,VS1,63.8,57,6.35,6.38,4.06,6759
19543,1.29,Premium,F,VS1,60.9,58,6.97,7.01,4.26,10341
9412,0.51,Ideal,F,VS2,62.7,57,5.11,5.06,3.19,1562
10293,1.29,Ideal,J,SI1,61.5,57,7,7.06,4.32,6097
11782,0.39,Good,F,SI1,63.3,54,4.62,4.67,2.94,718
24827,1.03,Very Good,H,SI2,63.1,56,6.43,6.38,4.04,3288
19677,2.23,Premium,G,SI2,61.4,58,8.41,8.32,5.14,16805
13487,1.1,Very Good,H,VS2,63.1,57,6.6,6.52,4.14,5729
1141,0.72,Premium,J,VS2,61.4,58,5.74,5.76,3.53,1846
22322,0.31,Ideal,F,VS1,62.1,56,4.32,4.35,2.69,680
3579,0.72,Good,F,SI2,63.8,59,5.64,5.58,3.58,1609
20001,0.41,Ideal,G,VS1,61.7,57,4.78,4.81,2.96,899
2929,1.21,Very Good,H,VS1,62,58,6.76,6.91,4.24,7279
8945,0.31,Ideal,E,VVS1,61.5,56,4.36,4.39,2.69,865
21085,0.3,Premium,D,SI1,62.2,58,4.31,4.28,2.67,709
11665,1.01,Good,G,SI1,63.3,59,6.24,6.31,3.97,4781
24520,0.36,Good,E,SI2,63.7,54,4.55,4.52,2.89,648
3589,0.5,Fair,G,VS1,65.7,63,4.97,4.87,3.23,1257
15769,0.9,Fair,F,VS1,65.7,59,5.96,5.92,3.9,3750
20845,1.2,Very Good,J,VS1,59.1,61,6.94,7,4.12,5016
13168,0.31,Very Good,G,VVS2,62.7,55,4.32,4.35,2.72,627
8940,1.51,Very Good,H,VS1,61.5,54,7.34,7.42,4.54,10045
3478,0.31,Ideal,F,VVS1,60.7,56,4.4,4.37,2.66,878
14963,1.01,Good,E,SI2,58.5,61,6.51,6.55,3.82,4506
26204,0.57,Ideal,E,VVS2,61.9,55,5.34,5.36,3.31,2534
17742,1.6,Very Good,J,SI1,62.7,58,7.37,7.41,4.63,7550
17614,0.41,Premium,F,SI2,59,58,4.87,4.89,2.88,604
5748,1.22,Very Good,J,VS2,60.8,56,6.95,6.91,4.21,5160
21658,0.57,Ideal,F,IF,61.3,56,5.32,5.36,3.28,2656
11981,1.03,Ideal,G,VS1,62.2,59,6.48,6.42,4.01,7211
18988,0.56,Premium,G,VS2,62.5,57,5.28,5.25,3.29,1698
1839,1.07,Ideal,F,SI2,61.5,57,6.57,6.6,4.05,4678
22781,0.32,Ideal,E,VS2,61.3,56,4.41,4.46,2.72,612
13004,1.01,Good,D,SI2,63.6,56,6.38,6.33,4.04,4805
8137,0.51,Premium,F,VS1,61.4,58,5.18,5.15,3.17,1836
4892,1.73,Very Good,I,SI1,60.9,59,7.71,7.68,4.69,11554
4368,1.03,Ideal,H,VS1,61.5,57,6.49,6.45,3.98,4874
3120,0.58,Premium,H,SI2,59,61,5.45,5.42,3.21,1066
26569,0.4,Fair,G,VS2,64.6,55,4.62,4.64,2.99,722
12678,1.53,Good,F,VS1,60.8,61,7.31,7.39,4.47,15619
13858,1.51,Ideal,F,SI1,61.5,55,7.39,7.35,4.53,12152
1693,0.3,Ideal,D,VVS2,62.1,57,4.27,4.3,2.66,814
1764,1.76,Ideal,I,SI2,61.2,55,7.76,7.79,4.76,9540
3174,0.71,Premium,D,SI2,62.8,57,5.69,5.64,3.56,2368
25349,0.3,Premium,I,VVS1,62.6,60,4.28,4.25,2.67,709
25098,1.23,Premium,H,SI1,62.1,58,6.85,6.78,4.23,5183
695,0.71,Ideal,E,SI2,,57,5.74,5.78,3.54,2470
13578,1.2,Premium,H,SI1,62.9,56,6.8,6.74,4.26,6129
2663,0.31,Good,H,VS2,63.8,56,4.33,4.29,2.75,470
19663,0.81,Premium,G,SI2,62.2,59,5.96,5.9,3.69,2616
20597,0.9,Ideal,J,VS1,62.5,55,6.18,6.14,3.85,3175
12898,2.01,Ideal,I,SI2,62.5,55,8.12,8.08,5.06,13777
17919,0.3,Very Good,D,VS1,62.1,58,4.25,4.29,2.65,742
19908,0.32,Ideal,I,VS2,62.2,57,4.39,4.42,2.74,449
10201,0.41,Ideal,F,VS2,62.3,57,4.78,4.75,2.97,1107
17901,0.67,Premium,G,VS2,61,61,5.66,5.61,3.44,2050
21605,1.07,Ideal,F,SI1,60.6,57,6.62,6.67,1.07,5909
3936,0.27,Premium,E,VS1,60.2,59,4.2,4.24,2.54,470
24268,0.41,Premium,H,SI1,62,59,4.8,4.78,2.97,876
11002,0.7,Ideal,H,VS1,61.7,55,5.69,5.72,3.52,3004
498,0.55,Ideal,E,VS2,61.4,56,5.26,5.32,3.25,1667
4293,0.57,Ideal,D,VS2,62.1,56,5.34,5.29,3.3,1963
12111,2.04,Premium,I,VS2,62.5,58,8.22,8.09,5.1,17028
8237,0.7,Ideal,F,VS1,61,55,5.77,5.73,3.51,2874
23598,1,Very Good,H,SI2,63.7,58,6.31,6.35,4.03,4395
9890,0.43,Very Good,F,SI1,62.5,56,4.82,4.85,3.02,792
15462,0.71,Very Good,F,VS2,59.5,58,5.82,5.87,3.48,2918
9251,1.09,Premium,G,VVS2,59.5,61,6.74,6.7,4,8454
20332,1.54,Premium,F,SI2,61.1,58,7.47,7.36,4.53,9055
25591,1.01,Ideal,F,VS2,60.3,56,6.5,6.56,3.94,6672
22735,1.24,Premium,I,VS2,60.1,59,7.02,6.95,4.2,5889
5330,0.71,Ideal,E,SI1,61.5,57,5.78,5.74,3.54,2329
4918,1.01,Good,E,VS2,63.9,59,6.34,6.31,4.04,6968
25124,1.22,Premium,I,VS1,62.6,57.4,6.76,6.8,4.24,6763
17135,1.59,Premium,I,VS2,59.9,60,7.57,7.61,4.55,9304
6260,0.3,Premium,G,IF,60.2,58,4.35,4.39,2.63,895
21526,1.12,Very Good,H,SI2,62.4,55,6.63,6.68,4.15,4538
17484,0.4,Premium,F,VVS1,61.1,59,4.78,4.75,2.91,1323
78,0.51,Ideal,G,VS2,62,56,5.11,5.18,3.19,1343
3185,0.38,Ideal,J,VS2,62.1,54,4.65,4.69,2.9,532
9351,0.72,Premium,F,VS2,62.7,59,5.75,5.71,3.59,2607
9819,0.35,Ideal,F,VS2,61.4,54,4.58,4.54,2.8,906
19862,0.31,Good,G,VVS2,63.1,57,4.3,4.32,2.72,707
